#Density[m^-2]	TravelTime[sec]
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	8.099999999998772
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	8.099999999998772
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	8.099999999998772
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	8.099999999998772
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998977
0.25	7.499999999998977
0.25	7.499999999998977
0.25	7.499999999998977
0.25	7.499999999998977
0.25	7.799999999998931
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	8.099999999998772
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.799999999998818
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
0.25	7.499999999998863
